Id,CleanedReviewText,RecommendedOrNot,ReviewLength,PlayHours,DatePosted
8603,game crash higher end intel processor know issue developer fix,Not Recommended,70,0.9,23-09-2024
8604,besides amazing game thing surprise end chapter animation really leave impact add much charm game,Recommended,143,50.4,23-09-2024
8605,goty,Recommended,5,55.5,23-09-2024
8606,game definitely soul like make thing unecessarily hard beat hard boss give feeling accomplishment quiet opposite feel like waste time try beat bos progress play game fun isnt enjoy grind repeat part level due difficult bos,Not Recommended,343,7.4,23-09-2024
8607,oh god havent felt way try think game standard cuz u wont play game,Recommended,93,64.0,23-09-2024
8608,monke,Recommended,5,54.2,22-09-2024
8609,make angry,Recommended,12,7.9,22-09-2024
8610,grow story journey west chinese parent game pay much respect homage original source material character set honestly mind blow well realize set piece youre familiar original lore story might seem incoherent still somewhat understandableas gameplay side thing le soulslike action combat game soul element enemy variety insane every chapter new set enemy pertain biome game quite linear branching pathway exploration part quite simple see bos rush game like megamani urge anyone enjoy fight difficult fair boss video game try game microtransactions modern influence push agenda good ol fashion video game string attach,Recommended,785,74.9,22-09-2024
8611,sangat keren tidak seperti genshin impact,Recommended,36,59.2,22-09-2024
8612,lot explore game challenge bos fight punish,Recommended,63,10.2,22-09-2024
8613,reject modern society return monke,Recommended,33,54.4,22-09-2024
8614,monkey reap sow thats one life immortal truth true almost find funnyif learn anything game never say storythis eyeopener game grand epic greatness excellence character music world storiesjourney west kind tale move mountain bury sunnever experience ambitious incredible jawdropping adventure touching help feel like piece miss finish gamethe stake heaven earth also nothing individual inner spirit global farreaching yet privateon chessboard piece player player ever perplex whether destiny pawn result doingare mere instrument celestial court high truly monkey reap sowsthis journey magnificent wellwritten make wish chinese 1600s journeyer wish since wish arent horse end bid farewell moment journey unfinished shall meet novel,Recommended,1143,69.7,22-09-2024
8615,game incredibly fun,Recommended,22,70.9,22-09-2024
8616,never think make china could base,Recommended,47,100.8,22-09-2024
8617,goty,Recommended,4,64.9,22-09-2024
8618,great game lot good bos fight look incredible,Recommended,46,51.0,22-09-2024
8619,fun game go buy,Recommended,14,77.3,22-09-2024
8620,monkey,Recommended,6,5.0,22-09-2024
8621,great game,Recommended,9,11.9,22-09-2024
8622,monke,Recommended,5,18.0,22-09-2024
8623,finish chapter 1 game truly stunning,Recommended,47,36.7,22-09-2024
8624,hard fun game,Recommended,14,61.5,22-09-2024
8625,rating 10/10black myth wu kong stunning immersive experience bring legendary monkey king life graphic nothing short breathtaking environment detailed vivid every moment feel cinematic dense forest tower temple visuals alone make game worth playingthe story deeply move offer fresh take sun wukongs myth journey fill emotional depth make feel every triumph loss couple fluid combat wu kongs shapeshifting ability gameplay challenge rewardingthis isnt gameits artful blend narrative gameplay worldbuilding whether youre action rpgs mythology black myth wu kong unforgettable mustplay experiencein top 5 time game year easy,Recommended,711,85.9,22-09-2024
8626,product receive freethis game awesome love graphicstheyre stunning really bring world life boss intense challenge unique ability keep every fight excite plus combat mechanic super engage make encounter feel epic there much enjoy,Recommended,278,52.9,22-09-2024
8627,thanks achieve dream student spend whole day tv show long winter vacation,Recommended,90,228.2,22-09-2024
8628,china nr 1,Recommended,9,55.4,22-09-2024
8629,monkey game fun thats say,Recommended,36,72.1,22-09-2024
8630,amazing game,Recommended,12,26.4,22-09-2024
8631,ngam,Recommended,4,89.3,22-09-2024
8632,one best game play far really like challenge game,Recommended,78,59.3,22-09-2024
8633,one best soul like game year doubt,Recommended,43,96.3,22-09-2024
8634,monkey sim,Recommended,9,33.3,22-09-2024
8635,amaze amaze everything could want game except freaking impossible time lol,Recommended,85,38.6,22-09-2024
8636,black myth wukong purest form masterpiece majority people nothing feel well satisfaction grind bos hour memorize move set beat every enemy different sign reskinned repeat move set move enemy enemy bos boss definitely goty book,Recommended,296,56.5,22-09-2024
8637,10 10,Recommended,22,52.1,22-09-2024
8638,remember take break,Recommended,22,65.1,22-09-2024
8639,map monkey strong game fun,Recommended,44,49.3,22-09-2024
8640,awesome game feel like mix sekiro god war pretty stutter place nothing bad gameplay smooth responsive ton content,Recommended,142,67.0,22-09-2024
8641,one best game 2024,Recommended,24,45.9,22-09-2024
8642,great game love,Recommended,17,64.6,22-09-2024
8643,good game would buy play nice,Recommended,34,75.5,22-09-2024
8644,one best game havent see many year,Recommended,41,77.1,22-09-2024
8645,well elden ring,Recommended,19,59.5,22-09-2024
8646,year best game play dei degrade gameplay hint like western game lead game hand like kind newborn fun challenge experience beautiful graphic rich gameplay problem game optimalization even pc setup quite good mostly medium setting fps drop mainly first 5 min launch game,Recommended,390,51.6,22-09-2024
8647,wife want play famous chinese first 3a game ask purchase however mad necessary make hard beginner,Not Recommended,134,250.6,22-09-2024
8648,hard fun rage lol,Recommended,23,8.4,22-09-2024
8649,product receive freemonkey sexvery fun gamemy personal issue areachievements involve rng without sort pity mechanism theres possibility farm hour item take player 10 minute getno difficulty selection neutral soul gamers game easy maybe except erlang youre focus 1st attempt every bos nothing punish tank come natural thats without use consumablesi encounter number time ng hit bos hard kill fast midbattle cutscene cant show break im try 1 shot boss shred 100 hp without kill unfunmana easier regenerate maybe soak give moderate amount mana hp already full replace slightly increase manastill fun game,Recommended,762,69.7,22-09-2024
8650,game rip joy intro extensive detailed dialogue/cutscenes game naturally ball give sense dark soul genre touch god war quite bit creativity term build youre pretty broken matter path head ill say pretty rare game come polished zero performance issue ive streak download new game find poorly optimize well do china make aaa game might greatest thing happen gamers whole say im look forward remain chapter come later,Recommended,559,62.0,22-09-2024
8651,beautiful,Recommended,9,73.9,22-09-2024
8652,outstanding game game year visual masterpiece iwas really surprised good run steam,Recommended,98,202.2,22-09-2024
8653,game year,Recommended,15,86.6,22-09-2024
8654,wait worth cant wait finish first run play new game,Recommended,65,66.2,22-09-2024
8655,good game improve area give grace studio first game first hit definitely goty contention play,Recommended,140,53.5,22-09-2024
8656,might best piece medium ever consume,Recommended,47,69.9,22-09-2024
8657,super fun game graphic story music amazing,Recommended,50,128.6,22-09-2024
8658,clearly best 3a game world far,Recommended,35,124.6,22-09-2024
8659,awesome game frustrating sometimes fun,Recommended,47,83.5,22-09-2024
8660,monkey see monkey monkey end fight god,Recommended,41,9.3,22-09-2024
8661,someone whos hardcore gamer never play soulslike game find one incredibly engage defeat bos make eager take next one lot fun,Recommended,171,66.2,22-09-2024
8662,product receive freeblack myth wukong delivers almost every expectation offer engaging immersive experience story rich time bit complex intricate plot balance stun short animate film end chapter cinematic scene focus final boss delve deeper lore bring journey west mythos life creative way character memorable unique distinct design attack pattern make encounter feel fresh standout bajie one best sidekick recent gamesthat say game flaw use invisible wall noticeablewhile add aesthetic area feel restrictive force linear path otherwise open environment also encounter minor bug though nothing gameplay fantastic high degree replayability thanks wide variety weapon skill effect passive experiment bos design best ive see add challenge excitement way tough time surprisingly easy time fewer game strike balance black myth wukong stand 2024 muchneeded addition action genrei highly recommend anyone enjoy challenge game dynamic combat epic bos battlesid give 9/10,Recommended,1199,41.5,22-09-2024
8663,almost 100 hour worth even discount,Recommended,42,92.4,22-09-2024
8664,game,Recommended,4,36.7,22-09-2024
8665,chill game,Recommended,12,55.1,22-09-2024
8666,goty,Recommended,4,28.0,22-09-2024
8667,game remind elden ring however game would say challenge think fast foot strategizing move set play like challenge,Recommended,155,51.7,22-09-2024
8668,freerfefrcefv,Recommended,13,75.0,22-09-2024
8669,game crash even lowest setting first erlang fight cant even play want refund computer run everything else play high max setting even cheap pc either,Not Recommended,172,1.7,22-09-2024
8670,finally 100 achievementgraphic 100/100story 100/100game play 100/100,Recommended,67,110.9,22-09-2024
8671,first likeanother overhyped monkey gamei beat game enjoy every moment itfrom eeew monkeyim nowyesss gogo monkey kingback monkey lad,Recommended,145,50.8,22-09-2024
8672,great game enjoy solo player beautifully make great music love story game play fluid highly recommend,Recommended,108,97.5,22-09-2024
8673,everything good game except optimization several screen tear issue get rid,Recommended,103,96.2,22-09-2024
8674,honestly think scam first trailer come im really happy prove wrong deliver something could ever imagine,Recommended,137,42.7,22-09-2024
8675,soooooooooooo awesome dont want finishstoryline mechanic linear different way satisfy taste sekirogowbloodborne damn hope another like devs please,Recommended,184,102.8,22-09-2024
8676,like monkey,Recommended,11,39.3,22-09-2024
8677,great experience great graphic,Recommended,32,44.3,22-09-2024
8678,monkey,Recommended,6,31.2,22-09-2024
8679,point id say game soo terrible due lack harmony action healingdodging press e button thing im elder ring guy way want like game fight bos dissapears keep hit heal button action goin avail heal doesnt work take long finally get heal spamming heal go use special move bos fight constantly dont apply immobilize one example game difficulty issue doesnt jiv well action transitionsjump also decide want work,Not Recommended,545,34.8,22-09-2024
8680,graphic forget reality beautiful good decent bad dont look long msdos gameplay good good gameplay mehh watch paint dry instead dont audio eargasm good good bad bad im deaf audience kid teens adult grandma pc requirement check run paint potato decent fast rich boi ask nasa spare computer game size floppy disk old fashion workable big eat 10 1tb hard drive want entire hard drive hold need invest black hole hold data difficulty press w easy easy learn / hard master significant brain usage difficult dark soul grind nothing grind u care leaderboards/ranks isnt necessary progress average grind level much grind youll need second life grind story story lore average good lovely itll replace life game time long enough cup coffee short average long infinity beyond price free worth price sale u spare money leave recommend could also burn money bug never hear minor bug get annoying ark survival evolve game big terrarium bug / 10 1 2 3 4 5 6 7 8 9 10,Recommended,1215,79.6,22-09-2024
8681,funny monke game,Recommended,15,85.2,22-09-2024
8682,10/10 would monke,Recommended,20,63.2,22-09-2024
8683,hard time decide final fantasy 7 game year remember game first tease couple year ago many people extremely suspicion say game impossible make game finally say im impress everything combat amaze graphic next gen main character memorable unique boss hard fair design top noch 10/10 game,Recommended,412,0.5,22-09-2024
8684,ok start say like game many thing dont like/enjoy try give honest review pov game feel like least get bait hype train gamefor least halfway chapter 2 talk pro con meet farprosgame pretty fun enjoyablei like visuals sound design lotcombat satisfyingsome boss feel really coolreally cool scenery background mean map look really good visual design wiseconsgame pretty hardware demandingthe combat get bit repetitivethe level design honestly garbage chapter 2 u get every big checkpoint around 4 path option make progression extremly hard track confusing honestly frustrating/annoyingthe fact u attack enemy near ledge u drop u 90 gon na fallthe camera lock system pretty badthe game feel bit like bos rush u get bos bos long as path fill mob bossesthe game doesnt really give u clue begin bos fight u happen get completly unprepared without mana healsthere quite lot boss game b hitboxes/animations aoe attack literarly almost 1shot uthere annoy bugsmight apply sometimes go main menu game screen bug feel slugish flicker wierdly alt tab get fix get annoy whilewith say dont really feel like game necessarly hard u get stick bos u farm bit xp amterials get better armour get boss farreminder im still chap2 beat 2nd try game throw random bos go quite unpreparedno heals mana felt need write review tell felt like get really bait hype train game dont regret buying game masterpiece lot room improvement also lot potential feel like one better game come year tho,Not Recommended,1874,12.4,22-09-2024
8685,warningwarningwarningseriously omfinggwarningarachnophobia ultraoverload warningthis undoubtedly extreme example ive ever see medium everthere need heavy disclaimer bold italic underline 200 point font front fing page store extensive section skip arachnophobia setting speak whatsoever fear sorry likely literally unplayable upon reach 4th chapter dont particularly like spider even love certainly test mettle regardaside thatwhat absolute triumph amount detail passion style substance game unprecedented play even dont know diddly journey west like meit take get use though youre come soulslikes there lot keep track combat almost feel unresponsive get feel akin jedi survivor god war anything software hitboxes forgiving sometimes still die bullst promise think consort radahns combo bit much well game science say hold baijiufastpaced reward engaging gorgeous would highly recommend especially enthusiast rig havent crash single time 4 chapter buttery smooth part hiccup max setting ray trace 4070 10900k 64g ram ssdmy real complaint would invisible wall lot incredibly jar wish give environment natural visual cue exploration felt intuitivestill definitely goty sure,Recommended,1578,93.8,22-09-2024
8686,perfect game,Recommended,11,67.9,22-09-2024
8687,best game ive ever play,Recommended,28,3.0,22-09-2024
8688,worth every single penny,Recommended,24,64.4,22-09-2024
8689,absolute banger gameif arent hook intro take around 15 minute game honestly go expirience ingame watch someone playthrough introa big action adventure fill challanges/mysterys/beauty funplayed 77hours want get achievement get do around 3040hoursloved every second playing ever upgrade graphic card sure return beauty look impressive use unreal 5 engine incredible modelled landscape different awesome design enemy boss game look stun even nvidia 1070tithe downside thats really niece thing achievementhunters would achievement lock behind rng drop enemies/plants dont care 100 completion fanatastic time personal game year 2024,Recommended,833,77.8,22-09-2024
8690,product receive freeyou see video live stream gamers play whats understood dont need explain,Recommended,106,6.9,22-09-2024
8691,best game,Recommended,8,22.8,22-09-2024
8692,amazing game far,Recommended,16,15.1,22-09-2024
8693,im take time need rush hit chapter 4 100 say im love game good feel ill sad im finish game dont get goty something wrongedithave finish game start ng game become one favourite game,Recommended,251,59.5,22-09-2024
8694,game excel engage gameplay fluid mechanic captivate lore add depth every quest story weave seamlessly action make world feel rich immersiveits challenge yet fair difficulty strike perfect balance push improve without feel impossibleif youre game solid mechanic compelling narrative satisfy difficulty one mustplay,Recommended,371,36.3,22-09-2024
8695,probably game year great combat mechanic enemy bos fight dont think many boss problem location exploration find secret also highly enjoyable lore understanding little bit tricky need watch video youtube cut scene also good didnt bug however main disadvantage spell op clone stun counter almost every bos hard understand boss good movement animation combat mechanic stun attack clone victory however play without ability much better,Recommended,521,445.2,22-09-2024
8696,لعبه جميله جدا تذطرني بعيال الطايف,Recommended,29,19.3,22-09-2024
8697,lot fun,Recommended,9,48.1,22-09-2024
8698,return monke,Recommended,13,159.1,22-09-2024
8699,game good bos fight inovative unique,Recommended,55,59.6,22-09-2024
8700,entertaining game fantastic graphic refreshing setting,Recommended,64,57.7,22-09-2024
8701,love black myth wukong frfr get hard point cuz im trash tho,Recommended,61,35.4,22-09-2024
8702,goty,Recommended,4,49.0,22-09-2024
8703,game great think play enjoy hell game lack invisible wall everywhere extreme delay action heal usable item repetitive combat 8/10 generous cause kinda first game,Recommended,216,52.1,22-09-2024
8704,enjoyment game heavily rely knowledge source material tolerance soulslike game meet neither requirement majority 50h play good time expect retelling journey game format instead oc sequel novel never read doesnt even progress story much beyond already knownstory wise meet fight back back boss nearly constantly context want dead dont even say anything besides en garde assault yougameplay decent enough keep engage throughout bos rush sour playthrough many boss heavily rely cheap gimmick trip fight like delayed attack phase change float air almost full minute grab instantly shred half hpthe worst offender chapter 3 longest genuine chore get length previous chapter combine total final bos two phase transition cutscenes take unavoidable half hp damage gold form he immune basic attackswhile fight search tip online also find every bos input read charge heavy attack back away dash start absolutely horrendous unfair design imo little irritating trick like exist others artificially inflate difficulty force die get good like average soulslike masochist would sayi force end wait see long take get good surprise near end secret final bos well final bos beautifully craft fairly challenge without rely previous gimmick boss would pull unfortunately come around 40h playthroughin end regret get rope hype train pay full price think id happier 30 price tag couple month line end game people act like happen decent 7/10 game plague usual forced agenda tire hear aboutas state beginning disregard review read enjoy novel fan soulslikes absolutely one despite people try trick newcomer believe,Not Recommended,2117,48.9,22-09-2024
8705,give money enjoy one best game steam,Recommended,42,41.6,22-09-2024
8706,must grab,Recommended,9,82.2,22-09-2024
8707,awesome game dei b,Recommended,22,178.0,22-09-2024
8708,good,Recommended,8,8.8,22-09-2024
8709,easy goty,Recommended,8,136.9,22-09-2024
8710,well important thing like game fun,Recommended,47,72.7,22-09-2024
8711,omg,Recommended,3,13.3,22-09-2024
8712,game le game system complexity game play quite simple system action game,Recommended,105,174.0,22-09-2024
8713,monkey,Recommended,6,34.1,22-09-2024
8714,black myth wukong amazing journey enjoy gameplay sound design music character fantastic worldbuilding well many reference book one favorite feature incredible music video play finish chapter add unique touch experience lay chapter rest even enemy ai quite impressive stick animation though english dub sync properly lip speak character make recommend amazing chinese dub gamewhile minor issue theyre mostly nitpicky instance find path lack clarity like complete side objective progress main story/path accidentally stumble onto main path maybe miss subtle hint something explain inside game frustrate unexpectedly trigger bos fight force next chapter unfortunately happen theres way go back without start new chapter use shrine return previous chapteraside small nitpick black myth wukong undoubtedly game year mustplay anyone enjoy actionpacked immersive gaming experience well fan enjoy book many form medias adapt dragon ball etc,Recommended,1223,90.9,22-09-2024
8715,monke,Recommended,5,52.0,22-09-2024
8716,goty,Recommended,5,80.9,22-09-2024
8717,like gain ability suck epic,Recommended,50,31.6,22-09-2024
8718,epic,Recommended,4,86.5,22-09-2024
8719,appreciate monke lore bit bhajie probablygreat game,Recommended,51,74.8,22-09-2024
8720,goty,Recommended,4,274.6,22-09-2024
8721,awesome game,Recommended,11,125.0,22-09-2024
8722,good,Recommended,4,38.8,22-09-2024
8723,tolle bosse tolles und vor allem neues set da kampfsystem macht laune summe ist da spiel anspruchsvoll aber nicht unnötig quälend wie dark souls manchen stellen e gibt wenig schwierigkeitsspitzen summe ein tolles spiel da man auch al casual gamer vater spielen kann ohne extrem viel zeit zu versenken,Recommended,277,25.0,22-09-2024
8724,ive wait game long find delay xbox immediately come pc know meet min specs 5 hour ol girl cave say game responsible new build finish 2 month 10/10 come back im go make sure get 11/10 deserve,Recommended,296,5.1,22-09-2024
8725,amazing game,Recommended,11,17.0,22-09-2024
8726,best monke game ever,Recommended,17,44.6,22-09-2024
8727,incredible visuals smooth animation engage story get well chapter highly recommend,Recommended,101,75.2,22-09-2024
8728,monkey like banana like joseph seed,Recommended,42,97.2,22-09-2024
8729,great graphic well optimizedgreat story quest engage side questschallenging gameplay keep involved50 hour worth,Recommended,118,90.1,22-09-2024
8730,great action adventure game unfortunately quite flaw thoughpros tight combat feel satisfy despite main button mash stay throughout transformation vary combo stance provide enough variety build keep entertain whole way graphically game look incredible especially high setting 4k resolution sometimes stun graphical beauty soundtrack super well do chinese song chapter 2 absolute banger overall everything fit really well story although quite confuse overall invest even though seperate research think get gist everything amount content game especially secret content wild make worth explore aroundcons game often lack sense direction first become apparent chapter 2 3 many branch path start feel overwhelmed eventually resolve path link still wasnt big fan lack direction especially prevalent chapter 6 get something excited make boring lack music dynamic use super slow chapter 6 huge open area youre toss indicator go definitely blunder game sometimes feel clunky unpolished sometimes enemy attack ridiculously unfair final game artificial difficulty actual difficulty gameoverall 8/10,Recommended,1398,50.5,22-09-2024
8731,remarkable there really nothing else say,Recommended,39,71.7,22-09-2024
8732,monke smack animal demon big stick angry pig man yell 10/10,Recommended,70,101.3,22-09-2024
8733,100 monkey,Recommended,10,71.3,22-09-2024
8734,gud,Recommended,5,58.5,22-09-2024
8735,good gameplay art action theme story like buddhist god war bos rush,Recommended,68,136.9,22-09-2024
8736,embrace da monke 95/10,Recommended,20,41.3,22-09-2024
8737,mm,Recommended,2,13.3,22-09-2024
8738,fun fun politic b game play monkey fight demoncant wait dlc sequel9/10,Recommended,92,36.1,22-09-2024
8739,definitely game year,Recommended,23,75.3,22-09-2024
8740,product receive freegame year,Recommended,35,72.5,22-09-2024
8741,game year,Recommended,14,106.4,22-09-2024
8742,pretty good,Recommended,13,3.7,22-09-2024
8743,get every achievement im sad there nothing leave,Recommended,55,90.2,22-09-2024
8744,pretty good,Recommended,10,70.8,22-09-2024
8745,splendid splendid,Recommended,18,130.4,22-09-2024
8746,guud,Recommended,4,184.5,22-09-2024
8747,good,Recommended,4,49.6,22-09-2024
8748,10/10,Recommended,5,85.3,22-09-2024
8749,monke,Recommended,5,28.5,22-09-2024
8750,best monke game bloons td 6,Recommended,34,69.9,22-09-2024
8751,one game 2024 sure 3,Recommended,30,68.2,22-09-2024
8752,op as monkey,Recommended,11,6.7,22-09-2024
8753,black myth wukong feature stun graphic incredibly creative bos design almost quit three time due difficulty boss grind finally beat game 75 hour include hidden bos erlanghighly recommend take experience rewardingim debate whether go second cycle maybe time apparently much easier first cycle get keep skill item cant wait try different buildsif youre fence get game go,Recommended,494,112.1,22-09-2024
8754,say besides already say gamegame science deliver 100from gameplay story lore ost everything masterpiececant get full price wait sale game must play truly unique experience,Recommended,202,103.4,22-09-2024
8755,product receive freethis game insaaaaaaaaaaanei like,Recommended,55,60.5,22-09-2024
8756,perfect graphic bos battle,Recommended,28,87.0,22-09-2024
8757,monke see monke smash,Recommended,19,128.2,22-09-2024
8758,monkey stick monkey hit thing stick monkey angry monkey angry monkey bug monkey monk monk key key lose key find monk keygreat game,Recommended,152,50.8,22-09-2024
8759,top tier fun,Recommended,15,110.1,22-09-2024
8760,well spent 60 buck story 10/10,Recommended,25,57.2,22-09-2024
8761,outright banger really enjoy many boss challenge minimal fluff fight challenge fun get ta hand art music game could use optimization area game look beautiful play amazingly ive see people say story weak personally think solid heavily draw journey west little context give character since theyre right novel,Recommended,409,113.2,22-09-2024
8762,play must play youre asian watch journey west 1986 may little bit hard havent play soullike game exactly soullike tho still mechanic hardness pretty high casual player game play fantastic many cool mechanic great graphic lot care devs every small yaogoai monster game,Recommended,347,106.5,22-09-2024
8763,69 hour finally get last 2 achievement 100 completion near end ng run game blast boss frustrate make win satisfyingdespite play ton soulslike game find difficulty gaming journalist claim dont think anyone even rudimentary understanding gameplay mechanic would unable complete gameone complaint act 3 prison area camera awful bridge ledge awful really atmospheric royal painthe graphic great old pc heated almost much wander wight start still bos give death black myth wukong playthroughsa enjoyable journey well worth money im happy game experience lot success look forward potential dlc rumour game originally go 11 6 chapter possibility miss 5 could divide dlc release would definitely interested check,Recommended,918,72.9,22-09-2024
8764,bear egg mountain topthe punkiest monkey ever poppedhe knew every magic trick sunto tease godsand everyone funmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magicwhat cocky saucy monkey one isall god angeredand punish himuntil save kindly priestand startof pilgrimage westmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magicwith little bit monkey magictherell fireworks tonightwith little bit monkey magicevery thing rightborn egg mountain topthe punkiest monkey ever poppedhe knew every magic trick sunto tease godsand everyone funmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magicmonkey magic monkey magic,Recommended,868,67.9,22-09-2024
8765,好好好傻逼ign不惜毁掉自己公信力也要修改投票数据来证明黑猴的伟大so ign fk,Recommended,51,35.6,22-09-2024
8766,monkey,Recommended,6,151.7,22-09-2024
8767,amazing game story combat scenery music would highly recommend,Recommended,65,29.9,22-09-2024
8768,love game muchhhh dont hesitate buy really good,Recommended,56,70.7,22-09-2024
8769,good,Recommended,5,12.0,22-09-2024
8770,monke mooonke monkeeeeedited although im little bit disappoint ruyi jingu bang doesnt function like jttw little bit,Recommended,127,58.8,22-09-2024
8771,ok guess,Recommended,12,103.0,22-09-2024
8772,monke,Recommended,5,49.9,22-09-2024
8773,worth every penny majestic af absolute cinemagoty 2024,Recommended,49,96.4,22-09-2024
8774,product receive freethis become one top ten game time game play flawless story faithful adaptation journey west graphic beautiful take 50 hour complete game find secret game definitely game year 2024,Recommended,264,61.8,22-09-2024
8775,monkey business,Recommended,14,51.7,22-09-2024
8776,10/10,Recommended,5,84.4,22-09-2024
8777,gg,Recommended,2,38.3,22-09-2024
8778,game amaze would consider soul like game study enemy move set act accordingly game massive lore behind also amaze 5 5,Recommended,163,101.2,22-09-2024
8779,definitely game year,Recommended,23,2.7,22-09-2024
8780,nice game,Recommended,8,60.3,22-09-2024
8781,good,Recommended,4,48.7,22-09-2024
8782,amaze graphic extreme attention detail great story kick as monke would highly recommendps little soulslike like dark soul youll love,Recommended,163,65.8,22-09-2024
8783,im sure anybody recommend game people battle system horrendously frustrate target enemy consistently get really glitchy camera help constantly move around manually terrible primitive battle system recommend game anyone waste time good money look elsewhere game close unplayable frustration player bad player mechanic game complete joke,Not Recommended,470,9.1,22-09-2024
8784,20 min shader compilation every time u launch game,Not Recommended,42,8.6,22-09-2024
8785,fantastic game,Recommended,18,384.4,22-09-2024
8786,awesome,Recommended,7,81.5,22-09-2024
8787,basicly game tengame play05bonus 01 5 1 6good grapic01 1world designe02 2story02 1over 10 rate game yes gameplay impotant anything,Recommended,160,54.3,22-09-2024
8788,good,Recommended,4,43.6,22-09-2024
8789,nice,Recommended,4,102.7,22-09-2024
8790,good game,Recommended,8,72.3,22-09-2024
8791,amaze,Recommended,7,14.7,22-09-2024
8792,excellent game love play long time,Recommended,43,200.2,22-09-2024
8793,indeed game quite impressive highquality visual art par merit overwhelming positive review require refinement surpass level real aaa game elden ring sekirothe main drawback game doesnt map invisible airwall everywhere quite frustrating explore majority small enemy dumb though boss fight arent bad lack immediate intense interactionpersonally would give score 7 75 10 sekiro darksoul3 9 85,Not Recommended,491,191.7,22-09-2024
8794,best goty,Recommended,14,28.2,22-09-2024
8795,lack diversity face ign face sweet baby inc face wake,Recommended,77,71.7,22-09-2024
8796,fun experience need high spec pc immersive experience,Recommended,54,51.8,22-09-2024
8797,stupid as game cheat beat one bos trhe whoop ya as previous bos beat slang mouth watch cry,Recommended,131,285.1,22-09-2024
8798,game beautiful challenge reward overcome difficult bos,Recommended,81,49.6,22-09-2024
8799,game year,Recommended,13,35.7,22-09-2024
8800,whole dev team everyone involve deserves nice cold pillow side wish come true absolute cinema,Recommended,119,51.2,22-09-2024
8801,poor hit registration terribly slow buggy camera reason game hard,Not Recommended,75,36.7,22-09-2024
8802,skip cut scene even meditate monke finish game worth,Recommended,74,72.4,22-09-2024
8803,absolutely beautiful game art work someone enjoy mythology culture one master piece opinion ive play elden ring challenge fun self push state,Recommended,187,140.0,22-09-2024
8804,great game,Recommended,9,32.3,22-09-2024
8805,ya,Recommended,2,48.8,22-09-2024
8806,449 hour still cant get past white clad noble,Not Recommended,49,44.9,22-09-2024
8807,40 plus female player love love love,Recommended,40,237.9,22-09-2024
8808,proslooks beautiful lot detail environmentenemies seem fairly unique diverseconsactual gameplay subpar bestadvertised soul like game absolutely one0 think put bos mechanic 80 braindead stand get beat death 20 whip around tiny bos arena point camera cant keep half movesets screen ability read react moveno mechanic alter way fight beat bad guy stick exact 5 move combo get bore quick mention provide versatility way playoverall beautiful game make beautiful turd still turd,Not Recommended,613,9.8,22-09-2024
8809,journey game yearwell write story consistent expand upon source jttwlooking forward dlcs,Recommended,117,71.9,22-09-2024
8810,great game soundtrack please let u turn off/down sharpening,Recommended,61,26.7,22-09-2024
8811,product receive freenice game anyway,Recommended,36,48.7,22-09-2024
8812,product refundedsteam deck user actually get running fairly steady 30fps take graphical cut return maybe iron performance issue get ps5 insteadeven though return give positive review recommend action gamer,Recommended,243,0.3,22-09-2024
8813,monkeh,Recommended,6,27.1,22-09-2024
8814,highly recommend,Recommended,15,25.0,22-09-2024
8815,fun challenging game hope get goty,Recommended,42,30.8,22-09-2024
8816,great game much fun,Recommended,16,39.1,22-09-2024
8817,love game game art,Recommended,41,89.3,22-09-2024
8818,great story smooth combat challenging,Recommended,41,116.8,22-09-2024
8819,fantastic,Recommended,9,5.2,22-09-2024
8820,great,Recommended,5,67.0,22-09-2024
8821,/,Recommended,1,39.6,22-09-2024
8822,会推荐不是因为多完美 整个流程确实和我预想的差不多 有狂野地设计 和精美的美术但是我觉得性能表现真的很成问题 希望下一作能牺牲一点美术画面 换取至少稳定的60帧体验 可以达不到满120 但是low帧控制希望能做到更好战斗系统说实话一开始还感觉不错 但是打到后面觉得很是无聊 boss设计其实也是如此 however 那么多遗憾中间我想挑两个问问 那就是制作组想做的游戏到底是叙事的游戏还是游戏的叙事呢如果是叙事的游戏 黑神话叙事他连贯 通畅吗如果是游戏的叙事 那里面又有哪些部分是通过游戏过程来叙事的呢还有最关键的是 本作的核心表达到底是什么说实话 我没太感受得到 也有可能是我玩的太囫囵吞枣 但是真的没感受到,Recommended,298,50.6,22-09-2024
8823,monke,Recommended,5,52.6,22-09-2024
8824,best game 2024,Recommended,18,15.1,22-09-2024
8825,good,Recommended,4,137.8,22-09-2024
8826,one best game ever make blow brown meteor chair,Recommended,59,60.8,22-09-2024
8827,monkeeeee,Recommended,9,115.9,22-09-2024
